Thu Mar 29 18:47:30 2018, Humidity,T in C,T in F,mS1,mS2,mS3,mS4,mS5,mS6,mS7,mS8,mS9,mS10,mS11,mS12,mS13,mS14,mS15,mS16,p1,p2,p3,p4
Fri Mar 30 10:42:47 2018, 69.80,24.10,75.38,796,818,888,876,888,881,892,891,887,887,895,891,188,880,887,887,0,0,0,0,
Fri Mar 30 10:47:47 2018, 69.80,24.10,75.38,795,817,889,877,887,881,892,892,887,886,895,891,190,879,887,888,0,0,0,0,
Fri Mar 30 10:52:47 2018, 69.80,24.10,75.38,795,817,889,877,887,881,892,892,887,887,894,891,196,880,887,885,0,0,0,0,
Fri Mar 30 10:57:47 2018, 69.80,24.10,75.38,795,818,890,877,887,881,892,892,887,885,895,891,194,880,887,890,0,0,0,0,
Fri Mar 30 11:02:47 2018, 69.70,24.10,75.38,795,818,890,877,887,882,892,891,888,886,895,891,194,879,887,888,0,0,0,0,
Fri Mar 30 11:07:47 2018, 69.70,24.10,75.38,795,818,889,877,887,881,892,891,887,887,895,891,194,880,888,888,0,0,0,0,
Fri Mar 30 11:12:47 2018, 69.80,24.10,75.38,796,818,890,877,887,880,892,892,887,886,896,890,190,880,888,888,0,0,0,0,
Fri Mar 30 11:17:47 2018, 69.80,24.10,75.38,795,818,890,877,887,881,892,892,887,887,895,891,195,880,887,887,0,0,0,0,
Fri Mar 30 11:22:47 2018, 69.70,24.10,75.38,795,818,890,876,887,881,892,892,887,887,896,890,196,880,888,885,0,0,0,0,
Fri Mar 30 11:27:47 2018, 69.70,24.10,75.38,795,818,890,877,887,881,892,892,887,887,896,891,194,881,887,885,0,0,0,0,
Fri Mar 30 11:32:48 2018, 69.70,24.10,75.38,795,818,889,877,887,881,892,891,887,886,896,890,194,881,887,888,0,0,0,0,
Fri Mar 30 11:37:48 2018, 69.70,24.10,75.38,795,818,890,877,887,881,892,891,887,887,896,891,194,881,887,887,0,0,0,0,
Fri Mar 30 11:42:48 2018, 69.70,24.10,75.38,795,818,890,877,888,881,892,892,887,887,895,891,193,880,887,887,0,0,0,0,
Fri Mar 30 11:47:48 2018, 69.70,24.10,75.38,795,818,890,877,887,880,892,892,887,887,895,891,195,880,887,887,0,0,0,0,
Fri Mar 30 11:52:48 2018, 69.70,24.10,75.38,796,818,890,877,888,881,892,892,887,887,896,891,193,880,888,886,0,0,0,0,
Fri Mar 30 11:57:48 2018, 69.70,24.10,75.38,796,818,889,877,887,881,892,892,887,887,895,891,198,881,887,886,0,0,0,0,
Fri Mar 30 12:02:48 2018, 69.80,24.10,75.38,795,818,890,877,887,881,892,891,887,887,896,891,193,880,887,885,0,0,0,0,
Fri Mar 30 12:07:48 2018, 69.80,24.10,75.38,795,818,889,877,888,880,893,891,887,887,895,891,198,881,887,886,0,0,0,0,
Fri Mar 30 12:12:48 2018, 69.70,24.10,75.38,795,818,890,876,888,881,892,892,887,886,895,891,198,880,887,888,0,0,0,0,
Fri Mar 30 12:17:48 2018, 69.70,24.10,75.38,795,818,890,876,887,881,892,891,887,886,896,891,194,881,888,888,0,0,0,0,
Fri Mar 30 12:22:48 2018, 69.90,24.20,75.56,795,818,889,877,887,881,892,891,887,885,896,891,191,880,887,888,0,0,0,0,
Fri Mar 30 12:27:48 2018, 69.80,24.10,75.38,795,818,890,876,888,882,892,892,887,887,896,891,192,880,888,888,0,0,0,0,
Fri Mar 30 12:32:48 2018, 69.80,24.10,75.38,795,817,889,876,888,882,892,891,887,886,894,891,194,881,888,890,0,0,0,0,
Fri Mar 30 12:37:48 2018, 69.70,24.10,75.38,795,817,889,876,888,882,892,892,887,886,896,891,195,880,888,887,0,0,0,0,
Fri Mar 30 12:42:48 2018, 69.70,24.10,75.38,796,818,889,877,887,881,892,892,887,886,895,891,183,881,887,888,0,0,0,0,
Fri Mar 30 12:47:49 2018, 69.70,24.10,75.38,795,818,889,877,887,881,893,890,887,887,896,891,190,881,887,891,0,0,0,0,
Fri Mar 30 12:52:49 2018, 69.60,24.10,75.38,795,817,890,877,888,881,892,891,887,887,896,891,185,880,887,890,0,0,0,0,
Fri Mar 30 12:57:49 2018, 69.60,24.10,75.38,795,818,890,876,888,881,892,891,886,887,895,891,186,880,888,888,0,0,0,0,
Fri Mar 30 13:02:49 2018, 69.60,24.20,75.56,796,817,889,877,887,881,892,891,887,886,896,891,186,880,887,890,0,0,0,0,
Fri Mar 30 13:07:49 2018, 69.50,24.10,75.38,795,817,890,877,887,881,891,892,886,887,896,891,187,880,887,890,0,0,0,0,
Fri Mar 30 13:12:49 2018, 69.60,24.10,75.38,795,816,890,877,887,881,892,892,887,886,895,890,189,880,887,889,0,0,0,0,
Fri Mar 30 13:17:49 2018, 69.60,24.10,75.38,795,818,889,876,887,881,893,891,887,887,895,891,189,880,887,888,0,0,0,0,
Fri Mar 30 13:22:49 2018, 69.60,24.10,75.38,795,818,888,877,887,881,892,891,887,886,895,891,189,881,887,889,0,0,0,0,
Fri Mar 30 13:27:49 2018, 69.70,24.20,75.56,795,818,889,877,88766.30,24.80,76.64,794,818,889,877,890,882,893,888,884,886,897,889,128,882,887,885,0,0,0,0,
Fri Mar 30 13:32:50 2018, 66.20,24.80,76.64,794,818,889,877,890,881,893,887,884,887,897,890,117,883,887,884,0,0,0,0,
Fri Mar 30 13:37:50 2018, 66.20,24.80,76.64,794,817,889,877,890,882,893,888,884,886,896,890,110,883,887,885,0,0,0,0,
Fri Mar 30 13:42:50 2018, 66.20,24.80,76.64,794,818,889,877,890,882,893,888,884,887,896,890,96,882,887,885,0,0,0,0,
Fri Mar 30 13:47:50 2018, 66.20,24.80,76.64,794,818,888,877,890,882,893,888,884,887,896,890,110,882,887,885,0,0,0,0,
Fri Mar 30 13:52:50 2018, 66.20,24.80,76.64,794,819,889,877,890,882,894,888,884,887,896,890,103,882,887,885,0,0,0,0,
Fri Mar 30 13:57:50 2018, 66.10,24.80,76.64,795,818,889,877,890,882,892,887,885,886,897,890,116,883,886,885,0,0,0,0,
Fri Mar 30 14:02:50 2018, 66.10,24.80,76.64,795,818,889,877,890,882,892,888,885,886,897,890,105,883,887,885,0,0,0,0,
Fri Mar 30 14:07:50 2018, 66.10,24.80,76.64,795,818,888,877,890,882,892,888,885,887,897,889,99,883,887,885,0,0,0,0,
Fri Mar 30 14:12:50 2018, 66.10,24.80,76.64,794,818,889,877,890,881,893,888,884,886,897,890,111,883,887,885,0,0,0,0,
Fri Mar 30 14:17:51 2018, 66.10,24.80,76.64,794,818,889,877,889,882,893,888,885,887,896,890,109,883,887,885,0,0,0,0,
Fri Mar 30 14:22:51 2018, 66.10,24.80,76.64,793,818,888,877,889,882,893,888,885,887,897,890,91,882,887,885,0,0,0,0,
Fri Mar 30 14:27:51 2018, 66.10,24.80,76.64,795,820,889,878,892,884,895,889,886,888,898,891,91,884,889,887,0,0,0,0,
Fri Mar 30 14:32:51 2018, 66.00,24.80,76.64,796,820,889,879,892,884,894,890,886,888,898,891,92,884,888,887,0,0,0,0,
Fri Mar 30 14:37:51 2018, 66.10,24.80,76.64,795,821,890,879,892,883,894,889,886,888,898,891,110,884,888,887,0,0,0,0,
Fri Mar 30 14:42:51 2018, 66.10,24.80,76.64,796,819,890,878,892,883,894,889,886,888,898,891,104,884,889,886,0,0,0,0,
Fri Mar 30 14:47:51 2018, 66.10,24.80,76.64,795,820,891,878,892,884,894,890,886,889,898,891,113,884,889,886,0,0,0,0,
Fri Mar 30 14:52:51 2018, 66.00,24.80,76.64,796,819,890,879,892,884,894,890,886,888,898,891,113,884,889,886,0,0,0,0,
Fri Mar 30 14:57:51 2018, 65.90,24.80,76.64,796,820,890,879,892,884,894,889,886,888,898,890,114,884,889,887,0,0,0,0,
Fri Mar 30 15:02:51 2018, 66.00,24.80,76.64,796,820,890,878,891,883,894,889,885,887,898,891,127,884,888,887,0,0,0,0,
Fri Mar 30 15:07:52 2018, 66.10,24.90,76.82,796,820,890,878,890,883,894,890,886,888,898,891,110,884,889,887,0,0,0,0,
Fri Mar 30 15:12:52 2018, 66.10,24.90,76.82,795,820,890,878,891,883,895,889,886,888,898,891,111,884,888,887,0,0,0,0,
Fri Mar 30 15:17:52 2018, 66.00,24.80,76.64,795,819,890,878,892,884,894,889,886,888,899,891,111,884,888,885,0,0,0,0,
Fri Mar 30 15:22:52 2018, 66.00,24.80,76.64,796,820,890,879,892,884,894,889,886,888,898,891,113,884,889,886,0,0,0,0,
Fri Mar 30 15:27:52 2018, 66.10,24.90,76.82,796,820,890,878,891,884,894,889,886,888,899,891,124,884,889,886,0,0,0,0,
Fri Mar 30 15:32:52 2018, 66.00,24.80,76.64,796,820,890,878,892,883,894,889,886,887,898,891,110,885,888,886,0,0,0,0,
Fri Mar 30 15:37:52 2018, 66.00,24.80,76.64,796,820,890,879,891,883,893,889,886,888,898,891,110,884,889,887,0,0,0,0,
Fri Mar 30 15:42:52 2018, 66.00,24.90,76.82,796,820,889,879,891,883,894,889,886,888,898,891,113,884,888,887,0,0,0,0,
Fri Mar 30 15:47:52 2018, 66.00,24.80,76.64,796,820,890,879,891,883,894,889,885,888,898,891,108,884,889,886,0,0,0,0,
Fri Mar 30 15:52:52 2018, 65.90,24.80,76.64,796,820,889,878,892,884,894,890,885,888,898,891,114,884,888,887,0,0,0,0,
Fri Mar 30 15:57:52 2018, 66.00,24.90,76.82,795,820,890,878,891,884,894,889,886,888,898,891,108,885,888,886,0,0,0,0,
Fri Mar 30 16:02:53 2018, 65.90,24.80,76.64,795,820,890,878,892,883,894,889,886,888,898,891,114,884,889,887,0,0,0,0,
Fri Mar 30 16:07:53 2018, 66.00,24.90,76.82,795,820,890,878,891,883,894,889,886,888,898,891,110,884,888,886,0,0,0,0,
Fri Mar 30 16:12:53 2018, 66.10,24.90,76.82,796,820,890,878,892,883,894,889,886,888,899,890,114,884,888,886,0,0,0,0,
Fri Mar 30 16:17:53 2018, 66.10,24.90,76.82,795,820,890,878,892,883,894,889,885,887,898,891,111,885,889,886,0,0,0,0,
Fri Mar 30 16:22:53 2018, 66.00,24.90,76.82,796,820,890,878,891,884,894,889,887,888,897,891,116,885,888,886,0,0,0,0,
Fri Mar 30 16:27:53 2018, 66.00,24.90,76.82,796,820,890,878,891,884,894,889,886,887,898,891,128,884,888,886,0,0,0,0,
Fri Mar 30 16:32:53 2018, 65.90,24.80,76.64,796,820,890,878,891,883,895,888,886,888,898,891,112,885,888,887,0,0,0,0,
Fri Mar 30 16:37:53 2018, 66.00,24.90,76.82,796,820,890,877,891,883,894,889,886,888,898,891,111,885,888,886,0,0,0,0,
Fri Mar 30 16:42:53 2018, 66.00,24.90,76.82,795,821,890,878,891,883,894,889,886,888,898,892,111,884,887,886,0,0,0,0,
Fri Mar 30 16:47:53 2018, 66.00,24.90,76.82,795,821,890,878,891,884,894,889,886,888,898,891,98,884,888,886,0,0,0,0,
Fri Mar 30 16:52:54 2018, 66.00,24.90,76.82,796,820,890,878,892,883,894,889,886,888,898,890,105,885,889,886,0,0,0,0,
Fri Mar 30 16:57:54 2018, 66.00,24.90,76.82,796,821,890,878,892,883,894,889,886,888,898,891,113,885,888,887,0,0,0,0,
Fri Mar 30 17:02:54 2018, 66.00,24.90,76.82,795,820,890,879,891,883,894,889,886,888,898,891,94,884,889,886,0,0,0,0,
Fri Mar 30 17:07:54 2018, 66.00,24.90,76.82,796,820,889,878,892,883,894,889,886,888,898,891,110,884,888,886,0,0,0,0,
Fri Mar 30 17:12:54 2018, 66.00,24.90,76.82,796,820,890,878,891,865.40,24.40,75.92,795,819,889,884,892,883,894,887,884,888,899,891,27,880,889,888,0,0,0,0,
Fri Mar 30 17:17:54 2018, 65.40,24.40,75.92,795,818,890,884,891,883,894,887,883,888,899,891,52,881,888,888,0,0,0,0,
Fri Mar 30 17:22:54 2018, 65.50,24.40,75.92,795,818,889,884,891,882,894,888,883,888,898,891,49,881,889,888,0,0,0,0,
Fri Mar 30 17:27:54 2018, 65.50,24.40,75.92,795,818,889,885,892,883,894,887,884,888,898,891,45,881,888,888,0,0,0,0,
Fri Mar 30 17:32:54 2018, 65.50,24.40,75.92,795,819,890,884,892,883,894,888,883,888,898,891,50,881,888,889,0,0,0,0,
Fri Mar 30 17:37:54 2018, 65.50,24.40,75.92,795,818,890,884,891,883,894,887,883,888,898,891,45,881,889,888,0,0,0,0,
Fri Mar 30 17:42:55 2018, 65.50,24.40,75.92,795,818,890,884,892,883,894,888,884,888,898,891,49,881,887,889,0,0,0,0,
Fri Mar 30 17:47:55 2018, 65.50,24.40,75.92,795,817,889,884,891,883,894,887,883,888,898,891,44,881,889,889,0,0,0,0,
Fri Mar 30 17:52:55 2018, 65.50,24.40,75.92,794,819,890,884,891,883,894,887,884,888,898,891,50,881,888,889,0,0,0,0,
Fri Mar 30 17:57:55 2018, 65.50,24.40,75.92,795,818,889,885,891,883,894,887,884,888,898,891,46,881,888,888,0,0,0,0,
Fri Mar 30 18:02:55 2018, 65.50,24.40,75.92,795,819,889,884,891,883,894,888,884,888,898,891,48,881,889,888,0,0,0,0,
Fri Mar 30 18:07:55 2018, 65.40,24.40,75.92,795,818,890,884,892,883,893,887,884,888,899,891,65,881,888,889,0,0,0,0,
Fri Mar 30 18:12:55 2018, 65.50,24.40,75.92,795,819,890,884,891,882,894,888,883,888,898,891,41,881,889,888,0,0,0,0,
Fri Mar 30 18:17:55 2018, 65.60,24.40,75.92,795,818,890,884,892,883,894,887,883,888,899,891,50,881,889,888,0,0,0,0,
Fri Mar 30 18:22:55 2018, 65.50,24.40,75.92,788,819,890,884,892,883,894,888,884,888,898,891,48,880,888,889,0,0,0,0,
Fri Mar 30 18:27:56 2018, 65.60,24.50,76.10,796,818,890,884,891,883,894,888,884,888,898,890,50,881,888,889,0,0,0,0,
Fri Mar 30 18:32:56 2018, 65.70,24.50,76.10,795,818,890,884,891,884,894,887,883,887,899,891,51,881,888,888,0,0,0,0,
Fri Mar 30 18:37:56 2018, 65.60,24.40,75.92,795,818,890,884,891,883,894,886,883,888,899,892,63,881,888,888,0,0,0,0,
Fri Mar 30 18:42:56 2018, 65.50,24.40,75.92,795,818,889,884,892,883,894,887,884,888,898,891,46,881,889,888,0,0,0,0,
Fri Mar 30 18:47:56 2018, 65.50,24.40,75.92,795,818,889,884,892,883,894,887,883,888,898,891,44,881,889,888,0,0,0,0,
Fri Mar 30 18:52:56 2018, 65.60,24.40,75.92,795,818,889,884,891,883,894,887,884,888,897,891,26,881,889,888,0,0,0,0,
Fri Mar 30 18:57:56 2018, 65.50,24.40,75.92,795,818,890,884,891,882,894,888,884,888,898,891,23,881,889,888,0,0,0,0,
Fri Mar 30 19:02:56 2018, 65.50,24.40,75.92,795,818,890,884,891,883,894,887,884,888,898,891,32,880,888,889,0,0,0,0,
Fri Mar 30 19:07:56 2018, 65.50,24.40,75.92,795,818,889,884,892,883,894,887,882,888,898,891,26,880,888,889,0,0,0,0,
Fri Mar 30 19:12:56 2018, 65.60,24.40,75.92,795,819,889,884,892,883,894,887,884,888,899,891,44,880,889,888,0,0,0,0,
Fri Mar 30 19:17:57 2018, 65.50,24.40,75.92,795,818,888,884,892,883,894,886,884,888,898,891,44,880,889,888,0,0,0,0,
Fri Mar 30 19:22:57 2018, 65.50,24.40,75.92,795,819,889,884,891,883,894,887,884,888,898,891,44,880,889,888,0,0,0,0,
Fri Mar 30 19:27:57 2018, 65.50,24.40,75.92,795,818,890,884,891,883,894,888,883,888,898,891,46,881,888,888,0,0,0,0,
Fri Mar 30 19:32:57 2018, 65.60,24.40,75.92,795,818,889,885,891,884,894,888,884,888,899,891,69,880,889,889,0,0,0,0,
Fri Mar 30 19:37:57 2018, 65.60,24.40,75.92,794,819,890,884,892,882,894,888,884,888,898,892,49,881,889,889,0,0,0,0,
Fri Mar 30 19:42:57 2018, 65.60,24.40,75.92,795,818,890,884,892,883,894,887,883,888,898,891,40,881,889,889,0,0,0,0,
Fri Mar 30 19:47:57 2018, 65.60,24.40,75.92,796,818,890,884,891,883,894,887,884,888,898,892,44,881,889,888,0,0,0,0,
Fri Mar 30 19:52:57 2018, 65.60,24.50,76.10,795,818,889,884,892,883,894,887,884,888,898,891,43,881,889,888,0,0,0,0,
Fri Mar 30 19:57:57 2018, 65.50,24.40,75.92,795,819,889,883,892,883,894,887,884,888,898,892,26,881,889,888,0,0,0,0,
Fri Mar 30 20:02:57 2018, 65.60,24.40,75.92,795,817,889,884,892,883,894,887,884,888,898,892,43,881,890,888,0,0,0,0,
Fri Mar 30 20:07:57 2018, 65.60,24.40,75.92,795,818,890,884,891,883,894,887,884,888,898,891,44,882,888,887,0,0,0,0,
Fri Mar 30 20:12:58 2018, 65.50,24.40,75.92,795,818,890,884,891,883,894,887,884,887,898,891,62,881,888,889,0,0,0,0,
Fri Mar 30 20:17:58 2018, 65.60,24.40,75.92,794,818,890,884,891,883,894,887,884,888,898,891,64,881,889,888,0,0,0,0,
Fri Mar 30 20:22:58 2018, 65.50,24.40,75.92,796,818,890,884,891,883,894,887,884,888,899,891,51,881,888,888,0,0,0,0,
Fri Mar 30 20:27:58 2018, 65.50,24.40,75.92,795,818,890,884,891,883,894,887,884,888,898,891,65,880,888,888,0,0,0,0,
Fri Mar 30 20:32:58 2018, 65.60,24.40,75.92,795,818,890,884,891,883,894,887,884,888,898,892,50,882,888,888,0,0,0,0,
Fri Mar 30 20:37:58 2018, 65.70,24.40,75.92,795,818,889,885,891,883,894,887,884,888,898,891,43,881,888,888,0,0,0,0,
Fri Mar 30 20:42:58 2018, 65.70,24.40,75.92,795,819,890,884,891,883,894,887,884,888,898,891,42,881,889,889,0,0,0,0,
Fri Mar 30 20:47:58 2018, 65.60,24.40,75.92,795,819,889,884,891,883,894,887,884,888,898,892,25,881,889,888,0,0,0,0,
Fri Mar 30 20:52:58 2018, 65.50,24.40,75.92,795,819,890,884,892,883,894,887,884,888,899,890,48,881,889,889,0,0,0,0,
Fri Mar 30 20:57:58 2018, 65.50,24.40,75.92,795,818,890,884,892,883,894,887,883,888,899,892,64,881,888,83.00,22.30,72.14,794,814,887,887,889,880,894,886,884,887,896,890,66,882,888,886,0,0,0,0,
Fri Mar 30 21:02:58 2018, 83.00,22.30,72.14,794,814,888,887,889,880,893,886,884,886,896,890,69,882,888,886,0,0,0,0,
Fri Mar 30 21:07:58 2018, 83.00,22.30,72.14,793,814,888,887,889,880,893,886,884,887,896,890,69,883,888,886,0,0,0,0,
Fri Mar 30 21:12:58 2018, 83.00,22.30,72.14,794,814,888,886,890,881,893,886,884,887,896,890,84,883,888,886,0,0,0,0,
Fri Mar 30 21:17:59 2018, 83.00,22.30,72.14,794,814,888,887,889,880,893,886,884,886,895,890,69,882,888,886,0,0,0,0,
Fri Mar 30 21:22:59 2018, 83.00,22.30,72.14,794,814,887,887,889,881,893,886,884,886,896,890,65,883,888,885,0,0,0,0,
Fri Mar 30 21:27:59 2018, 83.00,22.30,72.14,794,814,889,887,888,881,893,886,884,886,896,890,64,883,888,886,0,0,0,0,
Fri Mar 30 21:32:59 2018, 83.00,22.30,72.14,793,815,888,887,889,880,893,886,884,887,896,890,47,881,888,886,0,0,0,0,
Fri Mar 30 21:37:59 2018, 83.10,22.30,72.14,793,814,888,887,889,880,893,886,884,887,896,890,62,883,888,886,0,0,0,0,
Fri Mar 30 21:42:59 2018, 83.10,22.30,72.14,793,814,888,886,890,880,893,886,884,887,896,890,69,883,888,886,0,0,0,0,
Fri Mar 30 21:47:59 2018, 83.10,22.30,72.14,794,815,888,886,889,880,893,886,884,887,895,890,71,882,888,886,0,0,0,0,
Fri Mar 30 21:52:59 2018, 83.00,22.30,72.14,793,813,888,887,890,880,893,886,884,886,896,890,71,882,888,887,0,0,0,0,
Fri Mar 30 21:57:59 2018, 83.00,22.30,72.14,794,815,888,887,889,881,893,886,884,886,896,890,85,883,888,886,0,0,0,0,
Fri Mar 30 22:02:59 2018, 83.10,22.30,72.14,794,814,888,887,889,880,893,885,884,886,896,890,66,883,888,886,0,0,0,0,
Fri Mar 30 22:07:59 2018, 83.00,22.30,72.14,794,814,887,887,889,880,893,886,884,885,895,890,64,883,888,886,0,0,0,0,
Fri Mar 30 22:12:59 2018, 83.00,22.30,72.14,794,814,888,887,889,880,893,886,884,887,896,890,64,882,888,886,0,0,0,0,
Fri Mar 30 22:18:00 2018, 83.00,22.30,72.14,793,814,888,887,889,880,893,884,884,887,896,890,51,882,888,886,0,0,0,0,
Fri Mar 30 22:23:00 2018, 83.00,22.30,72.14,794,814,887,887,889,880,893,886,883,887,896,890,55,882,888,886,0,0,0,0,
Fri Mar 30 22:28:00 2018, 83.00,22.30,72.14,794,814,888,886,889,880,893,886,883,887,896,889,67,882,888,886,0,0,0,0,
Fri Mar 30 22:33:00 2018, 83.00,22.30,72.14,793,814,888,886,890,880,893,886,884,887,896,890,68,882,888,886,0,0,0,0,
Fri Mar 30 22:38:00 2018, 83.10,22.30,72.14,793,815,888,886,890,880,893,886,884,886,896,890,71,883,888,885,0,0,0,0,
Fri Mar 30 22:43:00 2018, 83.10,22.30,72.14,793,814,888,887,889,880,893,886,883,887,896,889,72,882,888,886,0,0,0,0,
Fri Mar 30 22:48:00 2018, 83.10,22.30,72.14,793,814,888,886,890,880,892,886,884,887,896,890,70,882,888,886,0,0,0,0,
Fri Mar 30 22:53:00 2018, 83.10,22.30,72.14,793,814,888,887,890,880,893,886,884,886,896,890,73,881,888,886,0,0,0,0,
Fri Mar 30 22:58:00 2018, 83.10,22.30,72.14,793,814,888,886,889,880,893,885,884,887,896,890,86,883,887,886,0,0,0,0,
Fri Mar 30 23:03:00 2018, 83.10,22.30,72.14,794,814,888,887,889,880,893,886,884,886,896,890,73,883,888,886,0,0,0,0,
Fri Mar 30 23:08:00 2018, 83.20,22.30,72.14,794,814,888,887,889,880,893,885,884,886,896,890,66,882,888,886,0,0,0,0,
Fri Mar 30 23:13:01 2018, 83.20,22.30,72.14,794,814,888,887,889,880,893,886,883,886,896,890,66,882,888,885,0,0,0,0,
Fri Mar 30 23:18:01 2018, 83.20,22.30,72.14,794,814,888,887,889,881,893,886,884,887,896,890,45,883,888,885,0,0,0,0,
Fri Mar 30 23:23:01 2018, 83.20,22.30,72.14,794,814,888,887,889,880,893,886,884,887,896,889,56,883,888,886,0,0,0,0,
Fri Mar 30 23:28:01 2018, 83.20,22.30,72.14,793,815,888,887,889,880,893,886,884,887,896,890,48,882,888,886,0,0,0,0,
Fri Mar 30 23:33:01 2018, 83.20,22.30,72.14,793,814,888,887,888,880,893,886,884,887,896,890,64,882,888,886,0,0,0,0,
Fri Mar 30 23:38:01 2018, 83.20,22.30,72.14,794,814,888,887,889,880,893,886,884,887,896,890,65,882,888,885,0,0,0,0,
Fri Mar 30 23:43:01 2018, 83.20,22.30,72.14,794,814,888,887,889,880,893,886,884,886,896,891,65,883,888,886,0,0,0,0,
Fri Mar 30 23:48:01 2018, 83.20,22.30,72.14,793,814,888,887,889,880,893,886,884,887,896,890,65,883,888,886,0,0,0,0,
Fri Mar 30 23:53:01 2018, 83.20,22.30,72.14,793,814,887,886,889,880,893,886,884,887,896,890,65,882,888,886,0,0,0,0,
Fri Mar 30 23:58:01 2018, 83.20,22.30,72.14,793,814,888,887,890,880,893,886,884,887,896,890,44,881,889,886,0,0,0,0,
Sat Mar 31 00:03:01 2018, 83.20,22.30,72.14,794,814,888,887,889,880,893,886,884,886,896,890,48,882,888,886,0,0,0,0,
Sat Mar 31 00:08:02 2018, 83.20,22.30,72.14,793,814,888,887,889,880,893,884,884,887,896,890,51,883,888,886,0,0,0,0,
Sat Mar 31 00:13:02 2018, 83.20,22.30,72.14,794,814,888,887,889,880,893,886,884,887,896,890,63,882,888,886,0,0,0,0,
Sat Mar 31 00:18:02 2018, 83.20,22.30,72.14,794,814,888,887,889,880,893,886,884,887,896,890,72,882,888,886,0,0,0,0,
Sat Mar 31 00:23:02 2018, 83.20,22.30,72.14,793,814,888,887,889,880,893,886,884,886,896,890,71,882,888,886,0,0,0,0,
Sat Mar 31 00:28:02 2018, 83.30,22.30,72.14,793,814,888,886,890,880,893,886,884,887,896,890,73,882,888,886,0,0,0,0,
Sat Mar 31 00:33:02 2018, 83.40,22.30,72.14,794,813,888,887,890,880,893,886,884,887,896,889,74,882,888,887,0,0,0,0,
Sat Mar 31 00:38:02 2018, 83.50,22.30,72.14,793,814,888,887,890,880,892,886,884,887,896,890,73,882,888,886,0,0,0,0,
Sat Mar 31 00:43:02 2018, 83.40,22.30,72.14,794,814,888,886,889,880,893,886,884,886,896,890,88,882,87.90,22.60,72.68,794,814,888,887,889,879,892,886,885,887,896,890,116,893,887,891,0,0,0,0,
Sat Mar 31 00:48:02 2018, 87.90,22.60,72.68,794,815,888,887,889,880,892,885,886,887,896,890,130,894,887,890,0,0,0,0,
Sat Mar 31 00:53:02 2018, 87.70,22.60,72.68,794,814,888,887,889,881,892,885,886,886,896,890,113,894,885,890,0,0,0,0,
Sat Mar 31 00:58:02 2018, 87.50,22.60,72.68,794,815,888,887,890,880,892,885,886,887,896,890,108,893,886,890,0,0,0,0,
Sat Mar 31 01:03:02 2018, 87.70,22.70,72.86,794,814,888,887,889,880,892,885,885,887,896,890,93,894,886,891,0,0,0,0,
Sat Mar 31 01:08:03 2018, 87.70,22.60,72.68,794,815,888,887,890,880,892,886,885,887,896,889,114,894,887,891,0,0,0,0,
Sat Mar 31 01:13:03 2018, 87.70,22.60,72.68,794,815,888,887,889,879,892,885,886,886,896,890,116,894,887,891,0,0,0,0,
Sat Mar 31 01:18:03 2018, 87.90,22.60,72.68,794,814,888,888,890,880,892,886,885,887,896,889,116,894,887,891,0,0,0,0,
Sat Mar 31 01:23:03 2018, 88.00,22.60,72.68,794,814,888,887,889,880,892,885,886,887,896,890,132,894,886,891,0,0,0,0,
Sat Mar 31 01:28:03 2018, 88.00,22.60,72.68,794,814,888,887,890,880,892,885,886,886,895,890,113,894,887,890,0,0,0,0,
Sat Mar 31 01:33:03 2018, 88.00,22.60,72.68,794,814,888,887,889,880,892,885,885,887,896,890,108,893,887,890,0,0,0,0,
Sat Mar 31 01:38:03 2018, 88.00,22.70,72.86,794,814,888,887,890,880,892,885,886,887,896,890,109,894,887,890,0,0,0,0,
Sat Mar 31 01:43:03 2018, 87.80,22.60,72.68,795,814,887,888,890,880,892,885,885,887,896,890,109,894,887,891,0,0,0,0,
Sat Mar 31 01:48:03 2018, 87.90,22.60,72.68,794,815,888,888,890,880,892,885,884,887,896,890,95,894,887,890,0,0,0,0,
Sat Mar 31 01:53:03 2018, 88.00,22.60,72.68,793,814,888,887,890,880,892,885,886,887,896,890,114,894,886,890,0,0,0,0,
Sat Mar 31 01:58:03 2018, 88.00,22.60,72.68,794,815,888,888,889,880,892,885,886,887,896,890,116,894,886,891,0,0,0,0,
Sat Mar 31 02:03:04 2018, 88.10,22.60,72.68,794,814,888,888,889,879,893,886,885,887,896,890,114,894,886,890,0,0,0,0,
Sat Mar 31 02:08:04 2018, 88.10,22.60,72.68,794,815,887,888,889,880,892,885,885,887,896,890,99,894,887,890,0,0,0,0,
Sat Mar 31 02:13:04 2018, 88.10,22.60,72.68,794,815,888,887,890,880,892,885,886,887,896,890,96,893,887,890,0,0,0,0,
Sat Mar 31 02:18:04 2018, 88.10,22.60,72.68,794,814,888,887,889,880,893,885,885,887,896,890,109,894,887,890,0,0,0,0,
Sat Mar 31 02:23:04 2018, 87.80,22.60,72.68,794,814,888,887,890,880,892,885,886,887,894,890,123,894,886,890,0,0,0,0,
Sat Mar 31 02:28:04 2018, 87.70,22.60,72.68,794,814,888,887,889,879,892,885,886,887,896,890,116,894,886,891,0,0,0,0,
Sat Mar 31 02:33:04 2018, 87.70,22.60,72.68,794,814,888,888,889,880,892,886,886,887,895,890,108,894,886,890,0,0,0,0,
